news,fake,source
" First lady's spokeswoman to be White House press secretary   <a href=""https://www.indiatoday.in/world/story/first-lady-spokeswoman-white-house-press-secretary-1556158-2019-06-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/reuters_stephanie-647x363.jpeg?LmsAqKHgr1i2z4J_laObXxmDq8utvwdv""> </a> First lady's spokeswoman to be White House press secretary",0,India Today
,,
" International court to hear Kerala fishermen death case against Italian marines in July   <a href=""https://www.indiatoday.in/world/story/international-court-to-hear-kerala-fishermen-death-case-against-italian-marines-in-july-1555865-2019-06-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/marines-story-fb_647_011216104-647x363.jpeg?8ThTONUhmMJvJ3sjkTNacrfvaMRVA829""> </a> International court to hear Kerala fishermen death case against Italian marines in July",0,India Today
,,
" Most people are honest, will return your lost wallet even if it has lots of money. We aren't joking    <a href=""https://www.indiatoday.in/world/story/most-people-are-honest-will-return-your-lost-wallet-1555748-2019-06-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/GettyImages-183742385-647x363.jpeg?CptQEOy20yGhY_S13.u9Yal6xP6yaYuU""> </a> Most people are honest, will return your lost wallet. We aren't joking ",0,India Today
,,
" Parents of Indian girl who died in US desert desperate for asylum   <a href=""https://www.indiatoday.in/world/story/parents-of-girl-india-died-us-desert-desperate-asylum-1555551-2019-06-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/mexico-647x363.png?aTssq64_JjFxaUJQdCjPOOvDWUl8RLU3""> </a> Parents of Indian girl who died in US desert desperate for asylum",0,India Today
,,
" Iran says talks with US impossible, US says it wants talks   <a href=""https://www.indiatoday.in/world/story/iran-says-talks-us-impossible-us-says-wants-talks-1555517-2019-06-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/US-Iran_-_Reuters-647x363.jpeg?aGQkKXwJ1VP0Oq.Lthz4Bk6PvPse3_nq""> </a> Iran says talks with US impossible, US says it wants talks",0,India Today
,,
" North Korea's Kim Jong Un not ready to denuclearise: US intelligence agency chief   <a href=""https://www.indiatoday.in/world/story/north-korea-kim-jong-un-denuclearise-us-intelligence-agency-chief-1555506-2019-06-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/kim-647x363.png?iQMO6o7ctlrejCVvHxyIvBIOPzDW7tF5""> </a> North Korea's Kim Jong Un not ready to denuclearise: US intelligence agency chief",0,India Today
,,
" Bones breaking under pressure: Iranians on hard hitting sanctions imposed by US   <a href=""https://www.indiatoday.in/world/story/bones-breaking-iranians-sanctions-imposed-us-1555489-2019-06-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/iran_sanctions-647x363.jpeg?lRorgHmFW0JeI_KIvgI02UmvjHv6goaC""> </a> Bones breaking under pressure: Iranians on hard hitting sanctions imposed by US",0,India Today
,,
" Pakistan issues visas to 463 Indians for Maharaja Ranjit Singh's death anniversary   <a href=""https://www.indiatoday.in/world/story/pakistan-visas-indians-ranjit-singh-death-anniversary-1555477-2019-06-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Capture_113-647x363.png?uiIaUI0ePVgO27rBothgg_CiAsEcYGRG""> </a> Pakistan issues visas to 463 Indians for Maharaja Ranjit Singh's death anniversary",0,India Today
,,
" Pompeo in Saudi Arabia, Iran threatens more US drone attacks   <a href=""https://www.indiatoday.in/world/story/pompeo-saudi-arabia-iran-us-drone-donald-trump-1555425-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Capture_111-647x363.png?9SxXZ4LuNnJK.m3_wHR3YyWOHSbg.0ut""> </a> Pompeo in Saudi Arabia, Iran threatens more US drone attacks",0,India Today
,,
" Donald Trump signs executive order imposing hard hitting sanctions on Iran   <a href=""https://www.indiatoday.in/world/story/donald-trump-signs-executive-order-imposing-hard-hitting-sanction-on-iran-1555422-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/download_34-647x363.jpeg?.4e_xcLFQA3fp2MB.rKhG0z7A80bkcEY""> </a> Donald Trump signs executive order imposing hard hitting sanctions on Iran",0,India Today
,,
" Pakistan lacks in every aspect of action plan, may be put on blacklist: FATF president   <a href=""https://www.indiatoday.in/world/story/pakistan-lacks-in-every-aspect-of-action-plan-may-be-put-on-blacklist-fatf-president-1555358-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/imran-khan-pak_0-647x363.jpeg?9J6QYJhjiH0nQh0.ItPoEwT7M6CzI1w8""> </a> Pakistan lacks in every aspect of action plan, may be put on blacklist: FATF president",0,India Today
,,
" 2 Eurofighter jets collide over Germany, pilots eject   <a href=""https://www.indiatoday.in/world/story/eurofighter-jets-collide-crash-germany-1555270-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/eurofighter_germany_crash-647x363.jpeg?3sq_OZNInQWyQgjENgBoY7KgZ.edDGgd""> </a> 2 Eurofighter jets collide over Germany, pilots eject",0,India Today
,,
" Hyderabad man among 2 killed in multiple-vehicle collision in San Francisco   <a href=""https://www.indiatoday.in/world/story/hyderabad-man-among-2-killed-in-multiple-vehicle-collision-in-san-francisco-1554884-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/image-647x363.png?McC4bDWllWDZBhuoPisXA8mBhcCEbTuy""> </a> Hyderabad man among 2 killed in multiple-vehicle collision in San Francisco",0,India Today
,,
" Earthquake of 7.5 magnitude hits remote area of Indonesia   <a href=""https://www.indiatoday.in/world/story/indonesia-earthquake-1554869-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/earthquake02012019_0__1__0_0_0-647x363.jpeg?LtDyMsPrl75zqZ74pjBunPVuN2mNBKaD""> </a> Earthquake of 7.5 magnitude hits remote area of Indonesia",0,India Today
,,
" Twitterati claim JeM chief Masood Azhar among 10 injured in Pakistan blast, no confirmed reports   <a href=""https://www.indiatoday.in/world/story/twitterati-claim-jem-chief-masood-azhar-among-10-injured-in-pakistan-blast-no-confirmed-reports-1554856-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/rawalpindi-647x363.png?nXSFn7mqCK07yfLYSZBXW1NdUs2zktje""> </a> Twitterati claim JeM chief Masood Azhar among 10 injured in Pakistan blast, no confirmed reports",0,India Today
,,
"  Bangladesh: 5 killed as four train coaches derail, hundreds injured   <a href=""https://www.indiatoday.in/world/story/bangladesh-5-killed-as-four-train-coaches-derail-hundreds-injured-1554855-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Bd_Train-3-647x363.jpeg?DlRnfDOeuoqeLRclR4x5UNp0LUEa4Idq""> </a>  Bangladesh: 5 killed as four train coaches derail, hundreds injured",0,India Today
,,
" 1 dead, 7 hurt as Yemeni rebels strike Saudi airport ahead of Pompeo visit   <a href=""https://www.indiatoday.in/world/story/dead-hurt-yemeni-rebels-saudi-airport-pompeo-visit-1554849-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Abha-647x363.png?Fo378jh3ZMXYD4MOOuOJh5dpq2wbQeET""> </a> 1 dead, 7 hurt as Yemeni rebels strike Saudi airport ahead of Pompeo visit",0,India Today
,,
" Donald Trump prioritises Saudi arm sales over probe into Jamal Khashoggi murder   <a href=""https://www.indiatoday.in/world/story/donald-trump-prioritises-saudi-arm-sales-over-probe-into-jamal-khashoggi-murder-1554827-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/donald_trump-647x363.jpeg?.TBeMRwbBcMU9KF1xMR4LoOh1OkXiCVJ""> </a> Donald Trump prioritises Saudi arm sales over probe into Jamal Khashoggi murder",0,India Today
,,
" No beds, soap for migrant kids, man says Somali pirates treated him better: Horror of US detention centres   <a href=""https://www.indiatoday.in/world/story/no-beds-soap-migrant-children-us-donald-trump-detention-centres-1554741-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/asylum-lead-RTR3UJAE-647x363.jpeg?nq4vEwUMKpnU47owIY5kJgRy_Vzmy3Aj""> </a> No beds, soap for migrant kids, man says Somali pirates treated him better: Horror of US detention centres",0,India Today
,,
" Donald Trump denies knowing New York woman accusing him of sexual assault   <a href=""https://www.indiatoday.in/world/story/donald-trump-denies-knowing-new-york-woman-accusing-him-of-sexual-assault-1554691-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/trump2_story_010317105753-647x363.jpeg?00r5aJNPxjwIfN4kZ_hizgEw7b2E4IV3""> </a> Donald Trump denies knowing New York woman accusing him of sexual assault",0,India Today
,,
" Thai cave rescue: Wild Boars football team marks ordeal anniversary with marathon run   <a href=""https://www.indiatoday.in/world/story/thailand-cave-rescue-one-year-anniversary-1554683-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/thai_cave_football_team-647x363.jpeg?2fAgwFFoT0Oe_A7fxegwx5jzY_Vtudm1""> </a> Thai cave rescue: Wild Boars football team marks ordeal anniversary with marathon run",0,India Today
,,
" US warns Iran: Do not confuse prudence with weakness   <a href=""https://www.indiatoday.in/world/story/us-warns-iran-do-not-confuse-prudence-with-weakness-1554657-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/bolton_netanyahu-647x363.jpeg?ZV1CgF4kMBql76ABh2Q.timPE_AiS6Os""> </a> US warns Iran: Do not confuse prudence with weakness",0,India Today
,,
" US struck Iranian military computers this week: Reports   <a href=""https://www.indiatoday.in/world/story/us-struck-iranian-military-computers-1554563-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Capture_109-647x363.png?VIXZVDzNdhPbQqZhUjOOBTajqF8kt4qM""> </a> US struck Iranian military computers this week: Reports",0,India Today
,,
" Iran lawmakers chant death to America in parliament as tensions with US remain high   <a href=""https://www.indiatoday.in/world/story/iran-chant-death-to-america-us-terrorist-tensions-1554529-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Capture_108-647x363.png?8A2MZ6.t62AvhKv53v_Zf4XDnBhkyOFV""> </a> Iran lawmakers chant death to America in parliament as tensions with US remain high",0,India Today
,,
" North Korea leader receives excellent letter from Donald Trump   <a href=""https://www.indiatoday.in/world/story/north-korea-leader-receives-excellent-letter-donald-trump-1554470-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Capture_104-647x363.png?SG05KB.lPsPHXI3lsppfKeOyH8Fp9liF""> </a> North Korea leader receives excellent letter from Donald Trump",0,India Today
,,
" Sri Lanka extends emergency for third month after terror attack   <a href=""https://www.indiatoday.in/world/story/sri-lanka-extends-emergency-for-another-month-1554412-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/SRI_LANKA-647x363.png?aVFw4Gur1PBQvaPBzlB8xi2rDHwbNc9b""> </a> Sri Lanka extends emergency for third month after terror attack",0,India Today
,,
" India's statement on FATF greylisting preposterous, unwarranted: Pakistan   <a href=""https://www.indiatoday.in/world/story/india-statement-on-fatf-gray-listing-preposterous-unwarranted-pakistan-1554239-2019-06-22""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/fatfpakimran-647x363.png?A8MQnaQgKDZEeyTRK9ik2N2p7wyK7WBG""> </a> India's statement on FATF greylisting preposterous, unwarranted: Pakistan",0,India Today
,,
" Donald Trump nominates Mark Esper to be his new defence secretary   <a href=""https://www.indiatoday.in/world/story/donald-trump-nominates-mark-esper-to-be-his-new-defence-secretary-1554040-2019-06-22""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/2019-06-21T205230Z_181019373_R-647x363.png?TJRiaIJi7TitSROrJko.oQ8cfmhp7k3A""> </a> Donald Trump nominates Mark Esper to be his new defence secretary",0,India Today
,,
" Pakistan to remain on FATF grey list for failing to curb terror financing   <a href=""https://www.indiatoday.in/world/story/fatf-pakistan-terror-financing-grey-list-1554023-2019-06-22""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/imran_khan__2__0-647x363.png?5PV6dZewwYlcM99fymoVA.xcSc4.7Ylu""> </a> Pakistan to remain on FATF grey list for failing to curb terror financing",0,India Today
,,
" Trump jammed his hand under my dress, pulled down my tights: Writer accuses US President of sexual assault   <a href=""https://www.indiatoday.in/world/story/writer-accuses-us-president-of-sexual-assault-1553948-2019-06-22""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/trump-647x363.jpeg?7SlU34LTdKTrLSpYy3IEyUhIDZlqm0hZ""> </a> Trump jammed his hand under my dress: Writer accuses US President of sexual assault",0,India Today
,,
" Pakistan likely to remain on anti-terror watchdog list after failure to act against Hafiz Saeed, Masood Azhar   <a href=""https://www.indiatoday.in/world/story/pakistan-likely-to-remain-on-fatf-gray-list-as-us-uk-question-inaction-against-hafiz-saeed-masood-azhar-1553826-2019-06-21""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/RTX2R3Q0-647x363.jpeg?JkX_irq7Itvr62oHvi1qX2ebT7JLmAq7""> </a> Pak likely to remain on anti-terror watch list after failure to act against Hafiz Saeed, Azhar",0,India Today
