body,fake,source
" Kartarpur Corridor: In half-hearted attempt, Pak replaces Khalistani leaders with another in committee   <a href=""https://www.indiatoday.in/world/story/kartarpur-corridor-pakistan-khalistan-leaders-gopal-chawla-prabhandak-committee-list-1568138-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/kartarpur_sahib_0_0_0-647x363.jpeg?nTPe7jE4N5z.1cKFIwn9h51UQBl2plH.""> </a> Kartarpur Corridor: In half-hearted attempt, Pak replaces Khalistani leaders with another in committee",0,India Today
" Explainer: What is at stake with Turkey's Russian air defence deal?   <a href=""https://www.indiatoday.in/world/story/explainer-what-is-at-stake-with-turkey-s-russian-air-defence-deal-1568127-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/TANK-647x363.png?X44qwDy9KTagKqsttbqzMM3kvGbCH5gY""> </a> Explainer: What is at stake with Turkey's Russian air defence deal?",0,India Today
" Crackdown on immigrant families to start Sunday, Trump says   <a href=""https://www.indiatoday.in/world/story/crackdown-on-immigrant-families-to-start-sunday-trump-says-1568118-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trunp-647x363.png?NyOFUf6QK_.n2LCRs5L5GUrye.6Cu42L""> </a> Crackdown on immigrant families to start Sunday, Trump says",0,India Today
" Powerful tropical storm Barry starts lashing Louisiana   <a href=""https://www.indiatoday.in/world/story/powerful-tropical-storm-barry-starts-lashing-louisiana-1568062-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19194064646906-647x363.jpeg?HHiXH6tzVqAmVJ6QE0ZjXJ6TWENh9h8y""> </a> Powerful tropical storm Barry starts lashing Louisiana",0,India Today
" 2 more Indian nationals arrested in Iranian oil tanker probe in Gibraltar   <a href=""https://www.indiatoday.in/world/story/indian-nationals-arrested-iranian-oil-tanker-gibraltar-1568025-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19185416269363-640x400-647x363.jpeg?5IUuarkM8DrLjxER6In6ijiUp73c1uVB""> </a> 2 more Indian nationals arrested in Iranian oil tanker probe in Gibraltar",0,India Today
" Nepal to raise foreign tourist visa fees from July 17   <a href=""https://www.indiatoday.in/world/story/nepal-to-raise-foreign-tourist-visa-fees-from-july-17-1568022-2019-07-13""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/nepal-647x363.png?nHDvksRiVa4uVfVNgXTzbX_fuKVvpvBB""> </a> Nepal to raise foreign tourist visa fees from July 17",0,India Today
" Britain to send destroyer to Gulf amid Iranian threats   <a href=""https://www.indiatoday.in/world/story/britain-send-destroyer-gulf-iranian-threats-1568004-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/1000-647x363.jpeg?6uPmYbgNRvUN9gyx7bSxnAgzfEeH2JZx""> </a> Britain to send destroyer to Gulf amid Iranian threats",0,India Today
" France launches first of Barracuda-class nuclear-powered attack submarine   <a href=""https://www.indiatoday.in/world/story/france-barracuda-class-nuclear-powered-attack-submarine-1567914-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/1-submarine-2-647x363.jpeg?VnwOgHOMnOgiCLUL6BJz_m86NQmOgO6F""> </a> France launches first of Barracuda-class nuclear-powered attack submarine",0,India Today
" China denies reports of having Xinjiang-like mass detention camps in Tibet   <a href=""https://www.indiatoday.in/world/story/china-denies-reports-of-having-xinjiang-like-mass-detention-camps-in-tibet-1567877-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/china_0-647x363.png?Qx0QcI3vUbSvFnypifSc74wWW3NvsEDE""> </a> China denies reports of having Xinjiang-like mass detention camps in Tibet",0,India Today
" Nepal airport shut as plane skids off runway, all 66 passengers safe   <a href=""https://www.indiatoday.in/world/story/nepal-airport-closed-plane-skids-off-runway-passengers-safe-1567768-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/YETIAIRLINE-647x363.png?91Q6.1_DKbEd2FwfTClu9tD6jjyLLXhd""> </a> Nepal airport shut as plane skids off runway, all 66 passengers safe",0,India Today
" Flight MH370 pilot may have been at the control till the very end, new revelations suggest   <a href=""https://www.indiatoday.in/world/story/flight-mh370-disappearance-pilot-controls-new-report-1567795-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/mh_370_pilot_controls-647x363.jpeg?82UBguADvM3opY_srcKn1sgykHsGTguZ""> </a> Flight MH370 pilot may have been at the control till the very end, new revelations suggest",0,India Today
" US needs to reach out to India, other Asian partners to strengthen ties beyond Europe: Joe Biden   <a href=""https://www.indiatoday.in/world/story/us-needs-to-reach-out-to-india-other-asian-partners-to-strengthen-ties-beyond-europe-joe-biden-1567697-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/joe_biden-647x363.jpeg?ZQ4Vmb6lYUxzQ3J50_BYBFZtI.wJNFBl""> </a> US needs to reach out to India to strengthen ties beyond Europe: Joe Biden",0,India Today
" Afghanistan: 5 killed, 40 injured in suicide bombing at wedding   <a href=""https://www.indiatoday.in/world/story/afghanistan-5-killed-40-injured-in-suicide-bombing-at-wedding-1567471-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/BOMB_1-647x363.png?Yzsd84uMDpqO_xQk6U6SZjjiAimLLQ8A""> </a> Afghanistan: 5 killed, 40 injured in suicide bombing at wedding",0,India Today
" Iran calls on Britain to immediately release its seized supertanker: IRNA   <a href=""https://www.indiatoday.in/world/story/iran-calls-on-britain-to-immediately-release-its-seized-supertanker-irna-1567394-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/fsg-647x363.png?g_xMqhoKDIC6y72u9txRWJB.yZ24yUI5""> </a> Iran calls on Britain to immediately release its seized supertanker: IRNA",0,India Today
" Pakistan foreign minister Shah Mehmood Qureshi heckled in London over press censorship   <a href=""https://www.indiatoday.in/world/story/pakistan-press-censorship-shah-mehmood-qureshi-heckled-in-london-1567357-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Qureshi_0_0-647x363.jpeg?CJzB0.C8kAQRsB4V0UmdUaAlKmg273RQ""> </a> Pakistan foreign minister Shah Mehmood Qureshi heckled in London over press censorship",0,India Today
" China poses most serious threat to national security of US, says top General Mark A Milley   <a href=""https://www.indiatoday.in/world/story/china-poses-most-serious-threat-to-national-security-of-us-says-top-general-mark-a-milley-1567318-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump-xi-ap-for-story_647_0413_0-647x363.jpeg?OGPwvWZ0tLHlxcSGBGdlVlgPxGigkLdH""> </a> China poses most serious threat to national security of US, says top General Mark A Milley",0,India Today
" Despite loud criticism, Trump administration plans immigration enforcement operation   <a href=""https://www.indiatoday.in/world/story/despite-loud-critism-trump-administration-plans-immigration-enforcement-operation-1567284-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19192599883234-647x363.jpeg?Tx1Gc8OIZYvVdfvHn3A9b2zguYaYqUCp""> </a> Despite loud criticism, Trump administration plans immigration enforcement operation",0,India Today
" Maryam's interview forcefully taken off air, alleges Pak scribe   <a href=""https://www.indiatoday.in/world/story/maryam-s-interview-forcefully-taken-off-air-alleges-pak-scribe-1567279-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/maryam_0-647x363.png?JAmYoTD9c5DHNzwmqsTpqaEtTD5mtrEf""> </a> Maryam's interview forcefully taken off air, alleges Pak scribe",0,India Today
" Passengers flew: Dozens injured on Air Canada flight to Australia due to intense turbulence   <a href=""https://www.indiatoday.in/world/story/dozens-injured-on-air-canada-flight-to-australia-due-to-intense-turbulence-1567270-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19193059120866_0-647x363.jpeg?EGjf_MwpiW166yn9idcvFdcdWuyl.qSg""> </a> Passengers flew: Dozens injured on Air Canada flight to Australia due to intense turbulence",0,India Today
" Ahead of Donald Trump-Imran Khan meet, top US General says need to maintain strong military ties with Pakistan   <a href=""https://www.indiatoday.in/world/story/ahead-of-donald-trump-imran-khan-meet-top-us-general-says-need-to-maintain-strong-military-ties-with-pakistan-1567258-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump_imran_khan_0.png_0-647x363.jpeg?GMts6RbRtIzH.2VSZsy4XH9xV.mYkFIQ""> </a> Ahead of Donald Trump-Imran Khan meet, top US General says need to maintain strong military ties with Pakistan",0,India Today
" 3 mosques across Germany receive bomb threats   <a href=""https://www.indiatoday.in/world/story/3-mosques-germany-bomb-threats-1567239-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/RTS27X5P_RMG6XxI-647x363.jpeg?bH1e_vRe0uS8opOzL97H2.Oso6FlYM6e""> </a> 3 mosques across Germany receive bomb threats",0,India Today
" 14 killed, 79 injured in Pakistan train collision   <a href=""https://www.indiatoday.in/world/story/14-killed-79-injured-in-pakistan-train-collision-1566914-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/pakistan_train-647x363.png?ZtGrISjAeESpgMBngpXGg6NEwKMTN.Gc""> </a> 14 killed, 79 injured in Pakistan train collision",0,India Today
" Heavy rain, floods in China force evacuation of nearly 80,000   <a href=""https://www.indiatoday.in/world/story/heavy-rain-floods-in-china-force-evacuation-of-nearly-80-000-1566771-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__4__0-647x363.jpeg?SdN1aG2lrJChE12NvxWvU2ECgzGl.k8C""> </a> Heavy rain, floods in China force evacuation of nearly 80,000",0,India Today
" In challenge to Beijing, Hong Kong activists attempt to take fight to mainland   <a href=""https://www.indiatoday.in/world/story/hong-kong-activists-attempt-fight-mainland-1566733-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/HONG_KONG_PROTESTERS-647x363.png?f7pPV0Aa7eVdJFzRMwN_wDO1aDMotCHw""> </a> In challenge to Beijing, Hong Kong activists attempt to take fight to mainland",0,India Today
" Karachi: PM Imran Khan hits out at poor railways as crash kills 11, injures dozens   <a href=""https://www.indiatoday.in/world/story/karachi-pm-imran-khan-hits-out-at-poor-railways-as-crash-kills-11-injures-dozens-1566726-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/imran_647_121115113056-647x363.jpeg?enX94HMq3Rp4hWmCftO6lYW62uuFDRjQ""> </a> Karachi: PM Imran Khan hits out at poor railways as crash kills 11, injures dozens",0,India Today
" Britain says Iran attempted to block its oil tanker   <a href=""https://www.indiatoday.in/world/story/britain-says-iran-attempted-to-block-its-oil-tanker-1566671-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__3__2-647x363.jpeg?mfEED3qULQiQ3Pf2FnGpbufVb5CEoeJt""> </a> Britain says Iran attempted to block its oil tanker",0,India Today
" As Fed rate cut looms, HSBC favors China shares over India   <a href=""https://www.indiatoday.in/world/story/as-fed-rate-cut-looms-hsbc-favors-china-shares-over-india-1566605-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__1__5-647x363.jpeg?vLipFvLB9XzXtpY.22BFaJoVO.fKSzD0""> </a> As Fed rate cut looms, HSBC favors China shares over India",0,India Today
" Powell testimony, Fed meeting highlight case for insurance   <a href=""https://www.indiatoday.in/world/story/powell-testimony-1566600-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/gerome_powell-647x363.png?b5z6exAZxx6bBsXjr_8TxYK9HyjrsISZ""> </a> Powell testimony, Fed meeting highlight case for insurance",0,India Today
" Taiwan president leaves for US, warns of threat from overseas forces   <a href=""https://www.indiatoday.in/world/story/taiwan-president-leaves-for-us-warns-of-threat-from-overseas-forces-1566545-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/taiwan_story_647_021517085503-647x363.jpeg?A09UC4wAM1I._WPPAAFCM2Xk.xW336M.""> </a> Taiwan president leaves for US, warns of threat from overseas forces",0,India Today
" Louisiana braces for possible weekend hurricane   <a href=""https://www.indiatoday.in/world/story/louisiana-braces-for-possible-weekend-hurricane-1566520-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19191774025424-647x363.jpeg?xaoJrKUF8hX_skRYEpIGVE3OGvTxVarg""> </a> Louisiana braces for possible weekend hurricane",0,India Today
" IBM proposes changes to law shielding internet firms from user content liability   <a href=""https://www.indiatoday.in/world/story/ibm-proposes-changes-to-law-shielding-internet-firms-from-user-content-liability-1566486-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/DxApA1dX0AAJdXR-647x363.jpeg?_h0PpzTH3dyxpfQjQBAxMC_c1mI5SRXh""> </a> IBM proposes changes to law shielding internet firms from user content liability",0,India Today
" UK parliament's Big Ben bell marks 160 years with silence as restoration work continues   <a href=""https://www.indiatoday.in/world/story/uk-parliament-s-big-ben-bell-marks-160-years-with-silence-as-restoration-work-continues-1566443-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download_8-647x363.jpeg?LXdkCF1L02OIf_LgjIgvPercZQFMrX8g""> </a> UK parliament's Big Ben bell marks 160 years with silence as restoration work continues",0,India Today
